,source,target,source_id,target_id
6666,Bombing/Explosion,Transportation,7,22
6667,Armed Assault,Military,1,13
6668,Armed Assault,Business,1,11
6669,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6670,Armed Assault,Private Citizens & Property,1,16
6671,Armed Assault,Private Citizens & Property,1,16
6672,Armed Assault,Private Citizens & Property,1,16
6673,Armed Assault,Private Citizens & Property,1,16
6674,Bombing/Explosion,Government (General),7,14
6675,Bombing/Explosion,Government (General),7,14
6676,Armed Assault,Government (General),1,14
6677,Armed Assault,Military,1,13
6678,Bombing/Explosion,Government (General),7,14
6679,Bombing/Explosion,Government (General),7,14
6680,Bombing/Explosion,Utilities,7,19
6681,Bombing/Explosion,Utilities,7,19
6682,Bombing/Explosion,Utilities,7,19
6683,Bombing/Explosion,Utilities,7,19
6684,Bombing/Explosion,Business,7,11
6685,Bombing/Explosion,Military,7,13
6686,Bombing/Explosion,Government (Diplomatic),7,12
6687,Bombing/Explosion,Business,7,11
6688,Bombing/Explosion,Military,7,13
6689,Bombing/Explosion,Police,7,9
6690,Hostage Taking (Barricade Incident),Telecommunication,5,17
6691,Bombing/Explosion,Private Citizens & Property,7,16
6692,Armed Assault,Police,1,9
6693,Bombing/Explosion,Military,7,13
6694,Assassination,Government (General),0,14
6695,Bombing/Explosion,Business,7,11
6696,Bombing/Explosion,Private Citizens & Property,7,16
6697,Assassination,Private Citizens & Property,0,16
6698,Assassination,Private Citizens & Property,0,16
6699,Assassination,Private Citizens & Property,0,16
6700,Assassination,Private Citizens & Property,0,16
6701,Assassination,Private Citizens & Property,0,16
6702,Assassination,Private Citizens & Property,0,16
6703,Assassination,Private Citizens & Property,0,16
6704,Assassination,Private Citizens & Property,0,16
6705,Assassination,Private Citizens & Property,0,16
6706,Assassination,Private Citizens & Property,0,16
6707,Assassination,Private Citizens & Property,0,16
6708,Assassination,Private Citizens & Property,0,16
6709,Assassination,Private Citizens & Property,0,16
6710,Assassination,Private Citizens & Property,0,16
6711,Assassination,Private Citizens & Property,0,16
6712,Assassination,Private Citizens & Property,0,16
6713,Assassination,Private Citizens & Property,0,16
6714,Assassination,Private Citizens & Property,0,16
6715,Assassination,Private Citizens & Property,0,16
6716,Assassination,Private Citizens & Property,0,16
6717,Assassination,Private Citizens & Property,0,16
6718,Assassination,Private Citizens & Property,0,16
6719,Bombing/Explosion,Police,7,9
6720,Armed Assault,Military,1,13
6721,Bombing/Explosion,Educational Institution,7,10
6722,Bombing/Explosion,Government (General),7,14
6723,Bombing/Explosion,Utilities,7,19
6724,Bombing/Explosion,Business,7,11
6725,Facility/Infrastructure Attack,Business,6,11
6726,Hostage Taking (Barricade Incident),Educational Institution,5,10
6727,Assassination,Police,0,9
6728,Assassination,Government (General),0,14
6729,Bombing/Explosion,Utilities,7,19
6730,Bombing/Explosion,Telecommunication,7,17
6731,Facility/Infrastructure Attack,Government (General),6,14
6732,Bombing/Explosion,Utilities,7,19
6733,Bombing/Explosion,Government (Diplomatic),7,12
6734,Bombing/Explosion,Business,7,11
6735,Bombing/Explosion,Business,7,11
6736,Bombing/Explosion,Business,7,11
6737,Bombing/Explosion,Business,7,11
6738,Bombing/Explosion,Business,7,11
6739,Bombing/Explosion,Business,7,11
6740,Assassination,Police,0,9
6741,Bombing/Explosion,Food or Water Supply,7,24
6742,Bombing/Explosion,Food or Water Supply,7,24
6743,Bombing/Explosion,Food or Water Supply,7,24
6744,Bombing/Explosion,Food or Water Supply,7,24
6745,Bombing/Explosion,Food or Water Supply,7,24
6746,Bombing/Explosion,Food or Water Supply,7,24
6747,Bombing/Explosion,Food or Water Supply,7,24
6748,Bombing/Explosion,Food or Water Supply,7,24
6749,Bombing/Explosion,Government (General),7,14
6750,Bombing/Explosion,Government (General),7,14
6751,Bombing/Explosion,Government (General),7,14
6752,Bombing/Explosion,Government (General),7,14
6753,Bombing/Explosion,Government (General),7,14
6754,Bombing/Explosion,Government (General),7,14
6755,Bombing/Explosion,Government (General),7,14
6756,Bombing/Explosion,Private Citizens & Property,7,16
6757,Bombing/Explosion,Private Citizens & Property,7,16
6758,Bombing/Explosion,Private Citizens & Property,7,16
6759,Bombing/Explosion,Private Citizens & Property,7,16
6760,Bombing/Explosion,Private Citizens & Property,7,16
6761,Bombing/Explosion,Private Citizens & Property,7,16
6762,Bombing/Explosion,Private Citizens & Property,7,16
6763,Bombing/Explosion,Private Citizens & Property,7,16
6764,Bombing/Explosion,Private Citizens & Property,7,16
6765,Bombing/Explosion,Private Citizens & Property,7,16
6766,Bombing/Explosion,Transportation,7,22
6767,Bombing/Explosion,Military,7,13
6768,Bombing/Explosion,Government (General),7,14
6769,Bombing/Explosion,Military,7,13
6770,Armed Assault,Military,1,13
6771,Armed Assault,Military,1,13
6772,Bombing/Explosion,Business,7,11
6773,Bombing/Explosion,Business,7,11
6774,Bombing/Explosion,Business,7,11
6775,Bombing/Explosion,Business,7,11
6776,Bombing/Explosion,Business,7,11
6777,Armed Assault,Military,1,13
6778,Bombing/Explosion,Private Citizens & Property,7,16
6779,Bombing/Explosion,Business,7,11
6780,Facility/Infrastructure Attack,Business,6,11
6781,Assassination,Police,0,9
6782,Assassination,Police,0,9
6783,Bombing/Explosion,Business,7,11
6784,Armed Assault,Business,1,11
6785,Armed Assault,Private Citizens & Property,1,16
6786,Bombing/Explosion,Transportation,7,22
6787,Bombing/Explosion,Educational Institution,7,10
6788,Assassination,Business,0,11
6789,Bombing/Explosion,Transportation,7,22
6790,Bombing/Explosion,Government (Diplomatic),7,12
6791,Bombing/Explosion,Police,7,9
6792,Assassination,Business,0,11
6793,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6794,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6795,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6796,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6797,Bombing/Explosion,Police,7,9
6798,Bombing/Explosion,Police,7,9
6799,Bombing/Explosion,Police,7,9
6800,Hostage Taking (Barricade Incident),Telecommunication,5,17
6801,Hostage Taking (Barricade Incident),Telecommunication,5,17
6802,Armed Assault,Military,1,13
6803,Bombing/Explosion,Tourists,7,28
6804,Bombing/Explosion,Government (Diplomatic),7,12
6805,Bombing/Explosion,Business,7,11
6806,Bombing/Explosion,Military,7,13
6807,Bombing/Explosion,Business,7,11
6808,Bombing/Explosion,Business,7,11
6809,Bombing/Explosion,Journalists & Media,7,18
6810,Bombing/Explosion,Utilities,7,19
6811,Armed Assault,Transportation,1,22
6812,Assassination,Private Citizens & Property,0,16
6813,Assassination,Private Citizens & Property,0,16
6814,Bombing/Explosion,Government (Diplomatic),7,12
6815,Bombing/Explosion,Government (Diplomatic),7,12
6816,Bombing/Explosion,Business,7,11
6817,Bombing/Explosion,Business,7,11
6818,Bombing/Explosion,Business,7,11
6819,Bombing/Explosion,Business,7,11
6820,Assassination,Private Citizens & Property,0,16
6821,Armed Assault,Police,1,9
6822,Bombing/Explosion,Government (General),7,14
6823,Facility/Infrastructure Attack,Business,6,11
6824,Bombing/Explosion,Government (General),7,14
6825,Bombing/Explosion,Unknown,7,3
6826,Bombing/Explosion,Unknown,7,27
6827,Bombing/Explosion,Business,7,11
6828,Bombing/Explosion,Business,7,11
6829,Bombing/Explosion,Business,7,11
6830,Bombing/Explosion,Government (General),7,14
6831,Bombing/Explosion,Government (General),7,14
6832,Bombing/Explosion,Government (General),7,14
6833,Bombing/Explosion,Government (General),7,14
6834,Armed Assault,Military,1,13
6835,Armed Assault,Military,1,13
6836,Bombing/Explosion,Utilities,7,19
6837,Bombing/Explosion,Utilities,7,19
6838,Bombing/Explosion,Utilities,7,19
6839,Bombing/Explosion,Utilities,7,19
6840,Bombing/Explosion,Business,7,11
6841,Bombing/Explosion,Business,7,11
6842,Bombing/Explosion,Business,7,11
6843,Bombing/Explosion,Utilities,7,19
6844,Armed Assault,Military,1,13
6845,Bombing/Explosion,Business,7,11
6846,Bombing/Explosion,Business,7,11
6847,Bombing/Explosion,Business,7,11
6848,Bombing/Explosion,Business,7,11
6849,Armed Assault,Religious Figures/Institutions,1,23
6850,Armed Assault,Religious Figures/Institutions,1,23
6851,Assassination,Government (General),0,14
6852,Bombing/Explosion,Business,7,11
6853,Bombing/Explosion,Business,7,11
6854,Bombing/Explosion,Business,7,11
6855,Bombing/Explosion,Business,7,11
6856,Bombing/Explosion,Business,7,11
6857,Bombing/Explosion,Business,7,11
6858,Bombing/Explosion,Business,7,11
6859,Bombing/Explosion,Business,7,11
6860,Bombing/Explosion,Business,7,11
6861,Bombing/Explosion,Business,7,11
6862,Assassination,Police,0,9
6863,Armed Assault,Military,1,13
6864,Assassination,Military,0,13
6865,Bombing/Explosion,Government (General),7,14
6866,Bombing/Explosion,Private Citizens & Property,7,16
6867,Bombing/Explosion,Airports & Aircraft,7,15
6868,Bombing/Explosion,Police,7,9
6869,Assassination,Government (General),0,14
6870,Assassination,Government (General),0,14
6871,Bombing/Explosion,Government (Diplomatic),7,12
6872,Bombing/Explosion,Government (Diplomatic),7,12
6873,Armed Assault,Business,1,11
6874,Assassination,Government (General),0,14
6875,Bombing/Explosion,Transportation,7,22
6876,Bombing/Explosion,Utilities,7,19
6877,Unknown,Private Citizens & Property,3,16
6878,Unknown,Private Citizens & Property,27,16
6879,Assassination,Government (General),0,14
6880,Armed Assault,Police,1,9
6881,Assassination,Private Citizens & Property,0,16
6882,Assassination,Private Citizens & Property,0,16
6883,Assassination,Private Citizens & Property,0,16
6884,Assassination,Private Citizens & Property,0,16
6885,Bombing/Explosion,Maritime,7,26
6886,Armed Assault,Military,1,13
6887,Facility/Infrastructure Attack,Government (General),6,14
6888,Facility/Infrastructure Attack,Government (General),6,14
6889,Facility/Infrastructure Attack,Government (General),6,14
6890,Assassination,Government (General),0,14
6891,Bombing/Explosion,Educational Institution,7,10
6892,Facility/Infrastructure Attack,Police,6,9
6893,Bombing/Explosion,Police,7,9
6894,Armed Assault,Military,1,13
6895,Armed Assault,Military,1,13
6896,Assassination,Government (General),0,14
6897,Bombing/Explosion,Government (General),7,14
6898,Facility/Infrastructure Attack,Utilities,6,19
6899,Facility/Infrastructure Attack,Utilities,6,19
6900,Facility/Infrastructure Attack,Utilities,6,19
6901,Bombing/Explosion,Business,7,11
6902,Bombing/Explosion,Business,7,11
6903,Bombing/Explosion,Business,7,11
6904,Bombing/Explosion,Business,7,11
6905,Bombing/Explosion,Utilities,7,19
6906,Bombing/Explosion,Business,7,11
6907,Bombing/Explosion,Business,7,11
6908,Bombing/Explosion,Business,7,11
6909,Bombing/Explosion,Business,7,11
6910,Bombing/Explosion,Government (General),7,14
6911,Facility/Infrastructure Attack,Business,6,11
6912,Bombing/Explosion,Government (General),7,14
6913,Unknown,Private Citizens & Property,3,16
6914,Unknown,Private Citizens & Property,27,16
6915,Bombing/Explosion,Utilities,7,19
6916,Bombing/Explosion,Airports & Aircraft,7,15
6917,Bombing/Explosion,Business,7,11
6918,Bombing/Explosion,Airports & Aircraft,7,15
6919,Hostage Taking (Kidnapping),Utilities,2,19
6920,Armed Assault,Military,1,13
6921,Hostage Taking (Kidnapping),Military,2,13
6922,Armed Assault,Military,1,13
6923,Armed Assault,Military,1,13
6924,Assassination,Government (General),0,14
6925,Assassination,Government (General),0,14
6926,Bombing/Explosion,Private Citizens & Property,7,16
6927,Armed Assault,Military,1,13
6928,Bombing/Explosion,Government (General),7,14
6929,Bombing/Explosion,Government (General),7,14
6930,Bombing/Explosion,Private Citizens & Property,7,16
6931,Bombing/Explosion,Business,7,11
6932,Bombing/Explosion,Private Citizens & Property,7,16
6933,Bombing/Explosion,Business,7,11
6934,Bombing/Explosion,Business,7,11
6935,Bombing/Explosion,Business,7,11
6936,Facility/Infrastructure Attack,Business,6,11
6937,Bombing/Explosion,Business,7,11
6938,Bombing/Explosion,Private Citizens & Property,7,16
6939,Bombing/Explosion,Business,7,11
6940,Facility/Infrastructure Attack,Private Citizens & Property,6,16
6941,Armed Assault,Military,1,13
6942,Unknown,Utilities,3,19
6943,Unknown,Utilities,27,19
6944,Unknown,Private Citizens & Property,3,16
6945,Unknown,Private Citizens & Property,27,16
6946,Bombing/Explosion,Government (General),7,14
6947,Bombing/Explosion,Private Citizens & Property,7,16
6948,Unknown,Police,3,9
6949,Unknown,Police,27,9
6950,Bombing/Explosion,Utilities,7,19
6951,Armed Assault,Military,1,13
6952,Assassination,Government (General),0,14
6953,Assassination,Government (General),0,14
6954,Assassination,Government (General),0,14
6955,Bombing/Explosion,Government (General),7,14
6956,Bombing/Explosion,Government (General),7,14
6957,Bombing/Explosion,Police,7,9
6958,Facility/Infrastructure Attack,Business,6,11
6959,Bombing/Explosion,Government (General),7,14
6960,Bombing/Explosion,Government (General),7,14
6961,Bombing/Explosion,Government (General),7,14
6962,Bombing/Explosion,Government (General),7,14
6963,Assassination,Government (General),0,14
6964,Bombing/Explosion,Government (General),7,14
6965,Hostage Taking (Barricade Incident),Educational Institution,5,10
6966,Bombing/Explosion,Telecommunication,7,17
6967,Armed Assault,Business,1,11
6968,Armed Assault,Business,1,11
6969,Assassination,Private Citizens & Property,0,16
6970,Facility/Infrastructure Attack,Telecommunication,6,17
6971,Unknown,Private Citizens & Property,3,16
6972,Unknown,Private Citizens & Property,27,16
6973,Assassination,Religious Figures/Institutions,0,23
6974,Assassination,Government (General),0,14
6975,Bombing/Explosion,Military,7,13
6976,Armed Assault,Private Citizens & Property,1,16
6977,Bombing/Explosion,Military,7,13
6978,Bombing/Explosion,Government (General),7,14
6979,Assassination,Private Citizens & Property,0,16
6980,Hostage Taking (Kidnapping),Police,2,9
6981,Bombing/Explosion,Private Citizens & Property,7,16
6982,Bombing/Explosion,Private Citizens & Property,7,16
6983,Armed Assault,Police,1,9
6984,Armed Assault,Private Citizens & Property,1,16
6985,Assassination,Government (General),0,14
6986,Assassination,Police,0,9
6987,Assassination,Private Citizens & Property,0,16
6988,Bombing/Explosion,Government (General),7,14
6989,Armed Assault,Military,1,13
6990,Bombing/Explosion,Police,7,9
6991,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6992,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6993,Unknown,Military,3,13
6994,Unknown,Military,27,13
6995,Armed Assault,Private Citizens & Property,1,16
6996,Assassination,Government (General),0,14
6997,Bombing/Explosion,Telecommunication,7,17
6998,Armed Assault,Police,1,9
6999,Assassination,Police,0,9
7000,Bombing/Explosion,Military,7,13
7001,Facility/Infrastructure Attack,Business,6,11
7002,Facility/Infrastructure Attack,Business,6,11
7003,Armed Assault,Transportation,1,22
7004,Armed Assault,Transportation,1,22
7005,Facility/Infrastructure Attack,Government (General),6,14
7006,Bombing/Explosion,Government (General),7,14
7007,Bombing/Explosion,Police,7,9
7008,Armed Assault,Police,1,9
7009,Bombing/Explosion,Military,7,13
7010,Bombing/Explosion,Food or Water Supply,7,24
7011,Bombing/Explosion,Food or Water Supply,7,24
7012,Bombing/Explosion,Business,7,11
7013,Bombing/Explosion,Business,7,11
7014,Bombing/Explosion,Business,7,11
7015,Facility/Infrastructure Attack,Business,6,11
7016,Facility/Infrastructure Attack,Business,6,11
7017,Facility/Infrastructure Attack,Business,6,11
7018,Bombing/Explosion,Private Citizens & Property,7,16
7019,Bombing/Explosion,Private Citizens & Property,7,16
7020,Armed Assault,Police,1,9
7021,Bombing/Explosion,Private Citizens & Property,7,16
7022,Facility/Infrastructure Attack,Business,6,11
7023,Facility/Infrastructure Attack,Business,6,11
7024,Facility/Infrastructure Attack,Business,6,11
7025,Facility/Infrastructure Attack,Business,6,11
7026,Bombing/Explosion,Utilities,7,19
7027,Bombing/Explosion,Utilities,7,19
7028,Bombing/Explosion,Business,7,11
7029,Armed Assault,Military,1,13
7030,Assassination,Military,0,13
7031,Bombing/Explosion,Private Citizens & Property,7,16
7032,Bombing/Explosion,Private Citizens & Property,7,16
7033,Hostage Taking (Kidnapping),Military,2,13
7034,Armed Assault,Military,1,13
7035,Armed Assault,Military,1,13
7036,Armed Assault,Military,1,13
7037,Hostage Taking (Barricade Incident),Journalists & Media,5,18
7038,Armed Assault,Business,1,11
7039,Bombing/Explosion,Educational Institution,7,10
7040,Assassination,Government (General),0,14
7041,Bombing/Explosion,Journalists & Media,7,18
7042,Bombing/Explosion,Government (General),7,14
7043,Assassination,Private Citizens & Property,0,16
7044,Armed Assault,Military,1,13
7045,Armed Assault,Police,1,9
7046,Unknown,Military,3,13
7047,Unknown,Military,27,13
7048,Bombing/Explosion,Government (Diplomatic),7,12
7049,Bombing/Explosion,Military,7,13
7050,Armed Assault,Military,1,13
7051,Armed Assault,Military,1,13
7052,Bombing/Explosion,Government (General),7,14
7053,Assassination,Government (General),0,14
