,gname,country_txt
6020,M-19 (Movement of April 19),Colombia
6021,National Liberation Army of Colombia (ELN),Colombia
6022,Unknown,Peru
6023,Unknown,Peru
6024,M-19 (Movement of April 19),Colombia
6025,Shining Path (SL),Peru
6026,Shining Path (SL),Peru
6027,Shining Path (SL),Peru
6028,Shining Path (SL),Peru
6029,Shining Path (SL),Peru
6030,Shining Path (SL),Peru
6031,Shining Path (SL),Peru
6032,Shining Path (SL),Peru
6033,Shining Path (SL),Peru
6034,Shining Path (SL),Peru
6035,National Liberation Army of Colombia (ELN),Colombia
6036,M-19 (Movement of April 19),Colombia
6037,M-19 (Movement of April 19),Colombia
6038,Unknown,Peru
6039,M-19 (Movement of April 19),Colombia
6040,M-19 (Movement of April 19),Colombia
6041,Unknown,Peru
6042,Manuel Rodriguez Patriotic Front (FPMR),Chile
6043,M-19 (Movement of April 19),Colombia
6044,M-19 (Movement of April 19),Colombia
6045,M-19 (Movement of April 19),Colombia
6046,M-19 (Movement of April 19),Colombia
6047,National Liberation Army of Colombia (ELN),Colombia
6048,National Liberation Army of Colombia (ELN),Colombia
6049,M-19 (Movement of April 19),Colombia
6050,Shining Path (SL),Peru
6051,Popular Liberation Army (EPL),Colombia
6052,Revolutionary Armed Forces of Colombia (FARC),Colombia
6053,Shining Path (SL),Peru
6054,Shining Path (SL),Peru
6055,Shining Path (SL),Peru
6056,Shining Path (SL),Peru
6057,Shining Path (SL),Peru
6058,Unknown,Peru
6059,Shining Path (SL),Peru
6060,Manuel Rodriguez Patriotic Front (FPMR),Chile
6061,Manuel Rodriguez Patriotic Front (FPMR),Chile
6062,Manuel Rodriguez Patriotic Front (FPMR),Chile
6063,Manuel Rodriguez Patriotic Front (FPMR),Chile
6064,Manuel Rodriguez Patriotic Front (FPMR),Chile
6065,Manuel Rodriguez Patriotic Front (FPMR),Chile
6066,Manuel Rodriguez Patriotic Front (FPMR),Chile
6067,Manuel Rodriguez Patriotic Front (FPMR),Chile
6068,Manuel Rodriguez Patriotic Front (FPMR),Chile
6069,Manuel Rodriguez Patriotic Front (FPMR),Chile
6070,Manuel Rodriguez Patriotic Front (FPMR),Chile
6071,Manuel Rodriguez Patriotic Front (FPMR),Chile
6072,Manuel Rodriguez Patriotic Front (FPMR),Chile
6073,Manuel Rodriguez Patriotic Front (FPMR),Chile
6074,Shining Path (SL),Peru
6075,Shining Path (SL),Peru
6076,Shining Path (SL),Peru
6077,Shining Path (SL),Peru
6078,Shining Path (SL),Peru
6079,People's Revolutionary Command (CRP),Peru
6080,Shining Path (SL),Peru
6081,Shining Path (SL),Peru
6082,Manuel Rodriguez Patriotic Front (FPMR),Chile
6083,Manuel Rodriguez Patriotic Front (FPMR),Chile
6084,Manuel Rodriguez Patriotic Front (FPMR),Chile
6085,Manuel Rodriguez Patriotic Front (FPMR),Chile
6086,Manuel Rodriguez Patriotic Front (FPMR),Chile
6087,Manuel Rodriguez Patriotic Front (FPMR),Chile
6088,Manuel Rodriguez Patriotic Front (FPMR),Chile
6089,Manuel Rodriguez Patriotic Front (FPMR),Chile
6090,Manuel Rodriguez Patriotic Front (FPMR),Chile
6091,Manuel Rodriguez Patriotic Front (FPMR),Chile
6092,Manuel Rodriguez Patriotic Front (FPMR),Chile
6093,Manuel Rodriguez Patriotic Front (FPMR),Chile
6094,Manuel Rodriguez Patriotic Front (FPMR),Chile
6095,Manuel Rodriguez Patriotic Front (FPMR),Chile
6096,Manuel Rodriguez Patriotic Front (FPMR),Chile
6097,Manuel Rodriguez Patriotic Front (FPMR),Chile
6098,Manuel Rodriguez Patriotic Front (FPMR),Chile
6099,Manuel Rodriguez Patriotic Front (FPMR),Chile
6100,Manuel Rodriguez Patriotic Front (FPMR),Chile
6101,Manuel Rodriguez Patriotic Front (FPMR),Chile
6102,Manuel Rodriguez Patriotic Front (FPMR),Chile
6103,Manuel Rodriguez Patriotic Front (FPMR),Chile
6104,Manuel Rodriguez Patriotic Front (FPMR),Chile
6105,Manuel Rodriguez Patriotic Front (FPMR),Chile
6106,Manuel Rodriguez Patriotic Front (FPMR),Chile
6107,Manuel Rodriguez Patriotic Front (FPMR),Chile
6108,Shining Path (SL),Peru
6109,Shining Path (SL),Peru
6110,People's Command,Bolivia
6111,Unknown,Peru
6112,Unknown,Chile
6113,Unknown,Chile
6114,Unknown,Chile
6115,Unknown,Chile
6116,Unknown,Chile
6117,Unknown,Chile
6118,Unknown,Chile
6119,Unknown,Chile
6120,Unknown,Chile
6121,Unknown,Chile
6122,Unknown,Chile
6123,Unknown,Chile
6124,Unknown,Chile
6125,Unknown,Chile
6126,Unknown,Chile
6127,Unknown,Chile
6128,Unknown,Chile
6129,Unknown,Chile
6130,Unknown,Chile
6131,Unknown,Chile
6132,Unknown,Chile
6133,Shining Path (SL),Peru
6134,Tupac Amaru Revolutionary Movement (MRTA),Peru
6135,Tupac Amaru Revolutionary Movement (MRTA),Peru
6136,Tupac Amaru Revolutionary Movement (MRTA),Peru
6137,Tupac Amaru Revolutionary Movement (MRTA),Peru
6138,Shining Path (SL),Peru
6139,Tupac Amaru Revolutionary Movement (MRTA),Peru
6140,Tupac Amaru Revolutionary Movement (MRTA),Peru
6141,Tupac Amaru Revolutionary Movement (MRTA),Peru
6142,Tupac Amaru Revolutionary Movement (MRTA),Peru
6143,Tupac Amaru Revolutionary Movement (MRTA),Peru
6144,Shining Path (SL),Peru
6145,Shining Path (SL),Peru
6146,Shining Path (SL),Peru
6147,Unknown,Chile
6148,Unknown,Chile
6149,Shining Path (SL),Peru
6150,Unknown,Chile
6151,M-19 (Movement of April 19),Colombia
6152,Shining Path (SL),Peru
6153,Shining Path (SL),Peru
6154,Shining Path (SL),Peru
6155,M-19 (Movement of April 19),Colombia
6156,M-19 (Movement of April 19),Colombia
6157,Ricardo Franco Front (Dissident FARC),Colombia
6158,Manuel Rodriguez Patriotic Front (FPMR),Chile
6159,Unknown,Colombia
6160,Shining Path (SL),Peru
6161,Shining Path (SL),Peru
6162,Shining Path (SL),Peru
6163,M-19 (Movement of April 19),Colombia
6164,Shining Path (SL),Peru
6165,M-19 (Movement of April 19),Colombia
6166,Shining Path (SL),Peru
6167,M-19 (Movement of April 19),Colombia
6168,Unknown,Colombia
6169,Unknown,Colombia
6170,National Liberation Army of Colombia (ELN),Colombia
6171,Manuel Rodriguez Patriotic Front (FPMR),Chile
6172,Manuel Rodriguez Patriotic Front (FPMR),Chile
6173,Manuel Rodriguez Patriotic Front (FPMR),Chile
6174,Unknown,Chile
6175,Manuel Rodriguez Patriotic Front (FPMR),Chile
6176,Manuel Rodriguez Patriotic Front (FPMR),Chile
6177,Unknown,Colombia
6178,National Liberation Army of Colombia (ELN),Colombia
6179,National Liberation Army of Colombia (ELN),Colombia
6180,National Liberation Army of Colombia (ELN),Colombia
6181,National Liberation Army of Colombia (ELN),Colombia
6182,National Liberation Army of Colombia (ELN),Colombia
6183,National Liberation Army of Colombia (ELN),Colombia
6184,National Liberation Army of Colombia (ELN),Colombia
6185,Unknown,Chile
6186,Patria y Libertad (Fatherland and Liberty),Chile
6187,Unknown,Chile
6188,Unknown,Chile
6189,Unknown,Chile
6190,Unknown,Chile
6191,Revolutionary Armed Forces of Colombia (FARC),Colombia
6192,Shining Path (SL),Peru
6193,Unknown,Uruguay
6194,Shining Path (SL),Peru
6195,Shining Path (SL),Peru
6196,Terrorists,Venezuela
6197,Shining Path (SL),Peru
6198,Shining Path (SL),Peru
6199,Tupac Amaru Revolutionary Movement (MRTA),Peru
6200,Shining Path (SL),Peru
6201,Revolutionary Armed Forces of Colombia (FARC),Colombia
6202,Revolutionary Armed Forces of Colombia (FARC),Colombia
6203,Unknown,Bolivia
6204,Unknown,Chile
6205,Unknown,Chile
6206,Unknown,Chile
6207,Unknown,Chile
6208,Popular Liberation Army (EPL),Colombia
6209,Tupac Amaru Revolutionary Movement (MRTA),Peru
6210,Revolutionary Armed Forces of Colombia (FARC),Colombia
6211,Unknown,Colombia
6212,Unknown,Chile
6213,Unknown,Chile
6214,Manuel Rodriguez Patriotic Front (FPMR),Chile
6215,Unknown,Bolivia
6216,Popular Liberation Army (EPL),Colombia
6217,Unknown,Venezuela
6218,Shining Path (SL),Peru
6219,M-19 (Movement of April 19),Colombia
6220,Unknown,Colombia
6221,Unknown,Colombia
6222,Unknown,Colombia
6223,Unknown,Colombia
6224,M-19 (Movement of April 19),Colombia
6225,Shining Path (SL),Peru
6226,Shining Path (SL),Peru
6227,Shining Path (SL),Peru
6228,Shining Path (SL),Peru
6229,Shining Path (SL),Peru
6230,Shining Path (SL),Peru
6231,Shining Path (SL),Peru
6232,National Liberation Army of Colombia (ELN),Colombia
6233,National Liberation Army of Colombia (ELN),Colombia
6234,Left-Wing Terrorists,Venezuela
6235,Unknown,Argentina
6236,Unknown,Argentina
6237,Unknown,Peru
6238,Unknown,Peru
6239,Unknown,Peru
6240,Shining Path (SL),Peru
6241,Unknown,Colombia
6242,Shining Path (SL),Peru
6243,Shining Path (SL),Peru
6244,Shining Path (SL),Peru
6245,Unknown,Argentina
6246,M-19 (Movement of April 19),Colombia
6247,M-19 (Movement of April 19),Colombia
6248,M-19 (Movement of April 19),Colombia
6249,Unknown,Chile
6250,Unknown,Chile
6251,M-19 (Movement of April 19),Colombia
6252,Shining Path (SL),Peru
6253,America Battalion,Colombia
6254,Shining Path (SL),Peru
6255,Manuel Rodriguez Patriotic Front (FPMR),Chile
6256,Manuel Rodriguez Patriotic Front (FPMR),Chile
6257,Manuel Rodriguez Patriotic Front (FPMR),Chile
6258,Manuel Rodriguez Patriotic Front (FPMR),Chile
6259,Manuel Rodriguez Patriotic Front (FPMR),Chile
6260,Manuel Rodriguez Patriotic Front (FPMR),Chile
6261,Shining Path (SL),Peru
6262,Shining Path (SL),Peru
6263,Shining Path (SL),Peru
6264,Shining Path (SL),Peru
6265,Manuel Rodriguez Patriotic Front (FPMR),Chile
6266,Shining Path (SL),Peru
6267,Shining Path (SL),Peru
6268,Shining Path (SL),Peru
6269,Shining Path (SL),Peru
6270,Shining Path (SL),Peru
6271,Shining Path (SL),Peru
6272,Shining Path (SL),Peru
6273,Shining Path (SL),Peru
6274,Shining Path (SL),Peru
6275,Shining Path (SL),Peru
6276,Shining Path (SL),Peru
6277,Shining Path (SL),Peru
6278,Shining Path (SL),Peru
6279,Shining Path (SL),Peru
6280,Shining Path (SL),Peru
6281,Shining Path (SL),Peru
6282,Shining Path (SL),Peru
6283,Shining Path (SL),Peru
6284,Shining Path (SL),Peru
6285,Shining Path (SL),Peru
6286,Shining Path (SL),Peru
6287,Shining Path (SL),Peru
6288,Revolutionary Armed Forces of Colombia (FARC),Colombia
6289,Unknown,Argentina
6290,Unknown,Argentina
6291,Unknown,Argentina
6292,Unknown,Argentina
6293,Unknown,Argentina
6294,Shining Path (SL),Peru
6295,Shining Path (SL),Peru
6296,Shining Path (SL),Peru
6297,Shining Path (SL),Peru
6298,United Popular Action Movement,Chile
6299,M-19 (Movement of April 19),Colombia
6300,M-19 (Movement of April 19),Colombia
6301,M-19 (Movement of April 19),Colombia
6302,Unknown,Argentina
6303,Shining Path (SL),Peru
6304,Unknown,Argentina
6305,Unknown,Argentina
6306,Unknown,Argentina
6307,Unknown,Argentina
6308,Unknown,Chile
6309,Unknown,Chile
6310,Unknown,Chile
6311,Shining Path (SL),Peru
6312,Montoneros Patria Libre,Ecuador
6313,Simon Bolivar Guerrilla Coordinating Board (CGSB),Colombia
6314,Unknown,Argentina
6315,Shining Path (SL),Peru
6316,Shining Path (SL),Peru
6317,Unknown,Argentina
6318,Tupac Amaru Revolutionary Movement (MRTA),Peru
6319,Unknown,Argentina
6320,Shining Path (SL),Peru
6321,Shining Path (SL),Peru
6322,Shining Path (SL),Peru
6323,Shining Path (SL),Peru
6324,Tupac Amaru Revolutionary Movement (MRTA),Peru
6325,Shining Path (SL),Peru
6326,Unknown,Colombia
6327,Popular Liberation Army (EPL),Colombia
6328,Shining Path (SL),Peru
6329,Shining Path (SL),Peru
6330,Shining Path (SL),Peru
6331,Shining Path (SL),Peru
6332,Shining Path (SL),Peru
6333,Shining Path (SL),Peru
6334,Shining Path (SL),Peru
6335,M-19 (Movement of April 19),Colombia
6336,National Liberation Army of Colombia (ELN),Colombia
6337,Shining Path (SL),Peru
6338,Shining Path (SL),Peru
6339,Shining Path (SL),Peru
6340,Shining Path (SL),Peru
6341,Shining Path (SL),Peru
6342,Unknown,Peru
6343,Shining Path (SL),Peru
6344,Shining Path (SL),Peru
6345,Shining Path (SL),Peru
6346,Shining Path (SL),Peru
6347,Shining Path (SL),Peru
6348,Shining Path (SL),Peru
6349,Shining Path (SL),Peru
6350,Shining Path (SL),Peru
6351,Shining Path (SL),Peru
6352,Shining Path (SL),Peru
6353,Unknown,Chile
6354,Unknown,Chile
6355,Unknown,Chile
6356,Unknown,Chile
6357,Unknown,Peru
6358,Unknown,Peru
6359,Shining Path (SL),Peru
6360,Shining Path (SL),Peru
6361,National Liberation Army of Colombia (ELN),Venezuela
6362,Shining Path (SL),Peru
6363,Shining Path (SL),Peru
6364,Shining Path (SL),Peru
6365,Death Squad,Colombia
6366,Death Squad,Colombia
6367,Death Squad,Colombia
6368,Death Squad,Colombia
6369,Death Squad,Colombia
6370,Death Squad,Colombia
6371,Death Squad,Colombia
6372,Death Squad,Colombia
6373,Death Squad,Colombia
6374,Death Squad,Colombia
6375,Death Squad,Colombia
6376,Death Squad,Colombia
6377,Death Squad,Colombia
6378,Death Squad,Colombia
6379,Death Squad,Colombia
6380,Death Squad,Colombia
6381,Death Squad,Colombia
6382,Death Squad,Colombia
6383,Death Squad,Colombia
6384,Death Squad,Colombia
6385,Death Squad,Colombia
6386,Death Squad,Colombia
6387,Shining Path (SL),Peru
6388,Shining Path (SL),Peru
6389,Unknown,Argentina
6390,National Liberation Army of Colombia (ELN),Colombia
6391,National Liberation Army of Colombia (ELN),Colombia
6392,National Liberation Army of Colombia (ELN),Colombia
6393,National Liberation Army of Colombia (ELN),Colombia
6394,National Liberation Army of Colombia (ELN),Colombia
6395,National Liberation Army of Colombia (ELN),Colombia
6396,Unknown,Colombia
6397,Unknown,Chile
6398,Unknown,Chile
6399,Unknown,Chile
6400,Unknown,Chile
6401,Unknown,Peru
6402,Shining Path (SL),Peru
6403,Unknown,Peru
6404,Unknown,Peru
6405,Tupac Amaru Revolutionary Movement (MRTA),Peru
6406,Tupac Amaru Revolutionary Movement (MRTA),Peru
6407,Unknown,Peru
6408,Unknown,Peru
6409,Tupac Amaru Revolutionary Movement (MRTA),Peru
6410,Tupac Amaru Revolutionary Movement (MRTA),Peru
6411,Tupac Amaru Revolutionary Movement (MRTA),Peru
6412,Tupac Amaru Revolutionary Movement (MRTA),Peru
6413,Tupac Amaru Revolutionary Movement (MRTA),Peru
6414,Tupac Amaru Revolutionary Movement (MRTA),Peru
6415,Tupac Amaru Revolutionary Movement (MRTA),Peru
6416,Tupac Amaru Revolutionary Movement (MRTA),Peru
6417,Tupac Amaru Revolutionary Movement (MRTA),Peru
6418,Tupac Amaru Revolutionary Movement (MRTA),Peru
6419,Tupac Amaru Revolutionary Movement (MRTA),Peru
6420,Tupac Amaru Revolutionary Movement (MRTA),Peru
6421,Tupac Amaru Revolutionary Movement (MRTA),Peru
6422,Tupac Amaru Revolutionary Movement (MRTA),Peru
6423,Tupac Amaru Revolutionary Movement (MRTA),Peru
6424,Tupac Amaru Revolutionary Movement (MRTA),Peru
6425,Tupac Amaru Revolutionary Movement (MRTA),Peru
6426,Tupac Amaru Revolutionary Movement (MRTA),Peru
6427,Tupac Amaru Revolutionary Movement (MRTA),Peru
6428,Tupac Amaru Revolutionary Movement (MRTA),Peru
6429,Tupac Amaru Revolutionary Movement (MRTA),Peru
6430,Tupac Amaru Revolutionary Movement (MRTA),Peru
6431,Tupac Amaru Revolutionary Movement (MRTA),Peru
6432,Tupac Amaru Revolutionary Movement (MRTA),Peru
6433,Tupac Amaru Revolutionary Movement (MRTA),Peru
6434,Unknown,Chile
6435,Shining Path (SL),Peru
6436,M-19 (Movement of April 19),Colombia
6437,Unknown,Peru
6438,Shining Path (SL),Peru
6439,Shining Path (SL),Peru
6440,Shining Path (SL),Peru
6441,Shining Path (SL),Peru
6442,Shining Path (SL),Peru
6443,Shining Path (SL),Peru
6444,Shining Path (SL),Peru
6445,Shining Path (SL),Peru
6446,Shining Path (SL),Peru
6447,Shining Path (SL),Peru
6448,Shining Path (SL),Peru
6449,Shining Path (SL),Peru
6450,Shining Path (SL),Peru
6451,Unknown,Peru
6452,Revolutionary Armed Forces of Colombia (FARC),Colombia
6453,Revolutionary Armed Forces of Colombia (FARC),Colombia
6454,Shining Path (SL),Peru
6455,Unknown,Peru
6456,Unknown,Peru
6457,Unknown,Chile
6458,Tupac Amaru Revolutionary Movement (MRTA),Peru
6459,Unknown,Colombia
6460,Revolutionary Armed Forces of Colombia (FARC),Colombia
6461,Tupac Amaru Revolutionary Movement (MRTA),Peru
6462,Tupac Amaru Revolutionary Movement (MRTA),Peru
6463,Tupac Amaru Revolutionary Movement (MRTA),Peru
6464,Tupac Amaru Revolutionary Movement (MRTA),Peru
6465,National Liberation Army of Colombia (ELN),Colombia
6466,National Liberation Army of Colombia (ELN),Colombia
6467,National Liberation Army of Colombia (ELN),Colombia
6468,Manuel Rodriguez Patriotic Front (FPMR),Chile
6469,Manuel Rodriguez Patriotic Front (FPMR),Chile
6470,Revolutionary Armed Forces of Colombia (FARC),Colombia
6471,Shining Path (SL),Peru
6472,Unknown,Colombia
6473,National Liberation Army of Colombia (ELN),Colombia
6474,National Liberation Army of Colombia (ELN),Colombia
6475,Unknown,Colombia
6476,Unknown,Colombia
6477,Unknown,Chile
6478,Unknown,Chile
6479,Unknown,Chile
6480,Revolutionary Armed Forces of Colombia (FARC),Colombia
6481,Shining Path (SL),Peru
6482,Unknown,Colombia
6483,Unknown,Colombia
6484,Shining Path (SL),Peru
6485,Shining Path (SL),Peru
6486,Shining Path (SL),Peru
6487,Shining Path (SL),Peru
6488,Shining Path (SL),Peru
6489,Alfaro Vive,Ecuador
6490,Manuel Rodriguez Patriotic Front (FPMR),Chile
6491,Unknown,Peru
6492,Unknown,Peru
6493,Unknown,Peru
6494,Unknown,Peru
6495,Unknown,Peru
6496,Unknown,Peru
6497,Unknown,Peru
6498,Unknown,Peru
6499,Unknown,Peru
6500,Unknown,Peru
6501,Revolutionary Armed Forces of Colombia (FARC),Colombia
6502,Shining Path (SL),Peru
6503,Manuel Rodriguez Patriotic Front (FPMR),Chile
6504,Manuel Rodriguez Patriotic Front (FPMR),Chile
6505,Manuel Rodriguez Patriotic Front (FPMR),Chile
6506,Manuel Rodriguez Patriotic Front (FPMR),Chile
6507,Unknown,Chile
6508,Unknown,Chile
6509,Unknown,Chile
6510,National Liberation Army of Colombia (ELN),Colombia
6511,Shining Path (SL),Peru
6512,Unknown,Chile
6513,Unknown,Chile
6514,Unknown,Chile
6515,Unknown,Chile
6516,National Liberation Army of Colombia (ELN),Colombia
6517,National Liberation Army of Colombia (ELN),Colombia
6518,Shining Path (SL),Peru
6519,Unknown,Chile
6520,Unknown,Chile
6521,Unknown,Chile
6522,Unknown,Chile
6523,Unknown,Chile
6524,Unknown,Chile
6525,Unknown,Chile
6526,Unknown,Chile
6527,Unknown,Chile
6528,Unknown,Chile
6529,Shining Path (SL),Peru
6530,Shining Path (SL),Peru
6531,Shining Path (SL),Peru
6532,Shining Path (SL),Peru
6533,Unknown,Peru
6534,Unknown,Peru
6535,Manuel Rodriguez Patriotic Front (FPMR),Chile
6536,Shining Path (SL),Peru
6537,Shining Path (SL),Peru
6538,Shining Path (SL),Peru
6539,Shining Path (SL),Peru
6540,M-19 (Movement of April 19),Colombia
6541,Shining Path (SL),Peru
6542,Unknown,Chile
6543,M-19 (Movement of April 19),Colombia
6544,Shining Path (SL),Peru
6545,Shining Path (SL),Peru
6546,M-19 (Movement of April 19),Colombia
6547,Death Squad,Colombia
6548,Death Squad,Colombia
6549,Death Squad,Colombia
6550,Death Squad,Colombia
6551,Manuel Rodriguez Patriotic Front (FPMR),Chile
6552,Shining Path (SL),Peru
6553,Shining Path (SL),Peru
6554,Shining Path (SL),Peru
6555,Shining Path (SL),Peru
6556,Shining Path (SL),Peru
6557,Unknown,Argentina
6558,Shining Path (SL),Peru
6559,Unknown,Peru
6560,National Liberation Army of Colombia (ELN),Colombia
6561,National Liberation Army of Colombia (ELN),Colombia
6562,M-19 (Movement of April 19),Colombia
6563,Unknown,Argentina
6564,National Liberation Army of Colombia (ELN),Colombia
6565,National Liberation Army of Colombia (ELN),Colombia
6566,National Liberation Army of Colombia (ELN),Colombia
6567,Shining Path (SL),Peru
6568,Shining Path (SL),Peru
6569,Shining Path (SL),Peru
6570,Shining Path (SL),Peru
6571,National Liberation Army of Colombia (ELN),Colombia
6572,Unknown,Peru
6573,Unknown,Peru
6574,Unknown,Peru
6575,Unknown,Chile
6576,Unknown,Argentina
6577,Shining Path (SL),Peru
6578,Manuel Rodriguez Patriotic Front (FPMR),Chile
6579,Shining Path (SL),Peru
6580,National Liberation Army of Colombia (ELN),Colombia
6581,Shining Path (SL),Peru
6582,Unknown,Peru
6583,Unknown,Peru
6584,National Liberation Army of Colombia (ELN),Colombia
6585,Brunswijk Jungle Commando,Suriname
6586,Brunswijk Jungle Commando,Suriname
6587,M-19 (Movement of April 19),Colombia
6588,Shining Path (SL),Peru
6589,Shining Path (SL),Peru
6590,Shining Path (SL),Peru
6591,Unknown,Chile
6592,M-19 (Movement of April 19),Colombia
6593,Unknown,Peru
6594,Unknown,Peru
6595,Unknown,Peru
6596,Unknown,Peru
6597,Unknown,Peru
6598,Shining Path (SL),Peru
6599,Shining Path (SL),Peru
6600,Shining Path (SL),Peru
6601,Shining Path (SL),Peru
6602,Shining Path (SL),Peru
6603,Shining Path (SL),Peru
6604,Unknown,Peru
6605,Unknown,Peru
6606,M-19 (Movement of April 19),Colombia
6607,Unknown,Peru
6608,Tupac Amaru Revolutionary Movement (MRTA),Peru
6609,Shining Path (SL),Peru
